Tech;TechCrunch;http://feeds.feedburner.com/Techcrunch
Tech;Slashdot;http://rss.slashdot.org/Slashdot/slashdot
Diverse;Scobleizer - Microsoft Geek Blogger;http://scobleizer.wordpress.com/feed/
Diverse;Google Blog;http://googleblog.blogspot.com/atom.xml
Diverse;Engadget;http://www.engadget.com/rss.xml
